"Service Request Number","Service Request Type","City Department","Created Date","Method Received","Status","Location","X_Value","Y_Value","Latitude","Longitude","Latitude/Longitude","ZIP Code","Council District","Police Precinct","Community Reporting Area"
"25-00078223","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/19/2025 04:08:08 PM","Find It Fix It Apps","Closed","2706 1ST AVE W, SEATTLE, WA 98119","1264620.3004623","238769.325752532","47.64437089","-122.35792861","POINT (-122.35792861 47.64437089)","98119","7","WEST","QUEEN ANNE"
"25-00078294","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/19/2025 04:36:30 PM","Find It Fix It Apps","Closed","3130 ALASKAN WAY, SEATTLE, WA 98121","1264089.16635559","229009.654471487","47.61759126","-122.35929783","POINT (-122.35929783 47.61759126)","98121","7","WEST","BELLTOWN"
"25-00078313","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/19/2025 04:56:29 PM","Find It Fix It Apps","Closed","1027 NE 88TH ST, SEATTLE, WA 98115","1275183.11389538","255879.481989886","47.69183501","-122.31642392","POINT (-122.31642392 47.69183501)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00078368","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/19/2025 05:37:15 PM","Find It Fix It Apps","Closed","4529 38TH AVE S, SEATTLE, WA 98118","1281958.62405261","208427.829401528","47.56212472","-122.28528248","POINT (-122.28528248 47.56212472)","98118","2","SOUTH","COLUMBIA CITY"
"25-00077402","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/19/2025 09:12:56 AM","Find It Fix It Apps","Closed","1834 3RD AVE W, SEATTLE, WA 98119","1264357.3763738","235364.951455617","47.63502539","-122.35872128","POINT (-122.35872128 47.63502539)","98119","7","WEST","QUEEN ANNE"
"25-00077392","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/19/2025 09:08:59 AM","Find It Fix It Apps","Closed","160 HOWE ST, SEATTLE, WA 98109","1265632.87516126","235668.779946618","47.63592736","-122.35357324","POINT (-122.35357324 47.63592736)","98109","7","WEST","QUEEN ANNE"
"25-00077441","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/19/2025 09:29:06 AM","Find It Fix It Apps","Closed","7560 22ND AVE NW, SEATTLE, WA 98117","1258436.7071611","253257.823660911","47.68374425","-122.38419293","POINT (-122.38419293 47.68374425)","98117","6","NORTH","SUNSET HILL/LOYAL HEIGHTS"
"25-00081727","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/23/2025 10:06:25 AM","Find It Fix It Apps","Closed","5900 W GREEN LAKE WAY N, SEATTLE, WA 98103","1268440.6278803","248792.79349806","47.67205122","-122.3432314","POINT (-122.3432314 47.67205122)","98103","6","NORTH","GREEN LAKE"
"25-00081760","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/23/2025 10:38:43 AM","Find It Fix It Apps","Closed","3400 WALLINGFORD AVE N, SEATTLE, WA 98103","1270117.08525681","240082.737939143","47.64826724","-122.33573803","POINT (-122.33573803 47.64826724)","98103","4","NORTH","FREMONT"
"25-00075746","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/17/2025 06:01:09 PM","Find It Fix It Apps","Closed","4146 25TH AVE SW, SEATTLE, WA 98106","1262507.57302733","209919.599920404","47.56518027","-122.36416971","POINT (-122.36416971 47.56518027)","98106","1","SOUTHWEST","NORTH DELRIDGE"
"25-00077382","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/19/2025 09:00:51 AM","Find It Fix It Apps","Closed","11764 RIVIERA PL NE, SEATTLE, WA 98125","1284789.22268746","264611.892563155","47.71627134","-122.27809166","POINT (-122.27809166 47.71627134)","98125","5","NORTH","CEDAR PARK/MEADOWBROOK"
"25-00077608","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/19/2025 10:51:54 AM","Find It Fix It Apps","Closed","160 HOWE ST, SEATTLE, WA 98109","1265632.87516126","235668.779946618","47.63592736","-122.35357324","POINT (-122.35357324 47.63592736)","98109","7","WEST","QUEEN ANNE"
"25-00075781","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/17/2025 06:48:27 PM","Find It Fix It Apps","Closed","104 W RAYE ST, SEATTLE, WA 98119","1264379.60676301","238639.651775066","47.64400238","-122.35889442","POINT (-122.35889442 47.64400238)","98119","7","WEST","QUEEN ANNE"
"25-00075822","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/17/2025 08:25:06 PM","Find It Fix It Apps","Closed","4529 38TH AVE S, SEATTLE, WA 98118","1281958.62405261","208427.829401528","47.56212472","-122.28528248","POINT (-122.28528248 47.56212472)","98118","2","SOUTH","COLUMBIA CITY"
"25-00075817","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/17/2025 08:03:02 PM","Find It Fix It Apps","Closed","1407 WARREN AVE N, SEATTLE, WA 98109","1265227.56229142","233987.336044703","47.63129664","-122.35508204","POINT (-122.35508204 47.63129664)","98109","7","WEST","QUEEN ANNE"
"25-00078594","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/20/2025 07:47:27 AM","Citizen Web Intake App","Closed","5013 S ANGELINE ST, SEATTLE, WA 98118","1285647.49930517","207318.156520714","47.5592729","-122.27026012","POINT (-122.27026012 47.5592729)","98118","2","SOUTH","SEWARD PARK"
"25-00080617","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/21/2025 03:14:50 PM","Find It Fix It Apps","Closed","1233 NE 88TH ST, SEATTLE, WA 98115","1275856.49999973","255792.405493028","47.69163188","-122.3136834","POINT (-122.3136834 47.69163188)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00080564","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/21/2025 02:38:30 PM","Find It Fix It Apps","Closed","803 SW TRENTON ST, SEATTLE, WA 98106","1266746.783777","194934.581958132","47.52433678","-122.34580909","POINT (-122.34580909 47.52433678)","98106","1","SOUTHWEST","HIGHLAND PARK"
"25-00080622","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/21/2025 03:19:04 PM","Find It Fix It Apps","Closed","8758 2ND AVE NW, SEATTLE, WA 98117","1264693.46909756","256905.96303063","47.69408641","-122.35909047","POINT (-122.35909047 47.69408641)","98117","5","NORTH","GREENWOOD/PHINNEY RIDGE"
"25-00083268","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/24/2025 05:31:17 PM","Find It Fix It Apps","Closed","2110 S WASHINGTON ST, SEATTLE, WA 98144","1277500.02746287","222694.894093707","47.60099857","-122.30444242","POINT (-122.30444242 47.60099857)","98144","3","EAST","JUDKINS PARK"
"25-00083285","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/24/2025 05:43:55 PM","Find It Fix It Apps","Closed","2400 S MASSACHUSETTS ST, SEATTLE, WA 98144","1278248.46829757","218229.766842687","47.58879887","-122.30106413","POINT (-122.30106413 47.58879887)","98144","3","SOUTH","MT. BAKER/NORTH RAINIER"
"25-00083335","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/24/2025 06:29:19 PM","Find It Fix It Apps","Closed","2999 W MARINA PL, SEATTLE, WA 98199","1255241.08693486","234242.431546703","47.6314473","-122.39559671","POINT (-122.39559671 47.6314473)","98199","7","WEST","MAGNOLIA"
"25-00081778","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/23/2025 10:58:49 AM","Find It Fix It Apps","Closed","9010 ASHWORTH AVE N, SEATTLE, WA 98103","1269677.60078165","256984.466229781","47.69457068","-122.33886207","POINT (-122.33886207 47.69457068)","98103","5","NORTH","LICTON SPRINGS"
"25-00081804","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/23/2025 11:31:02 AM","Find It Fix It Apps","Closed","9266 20TH AVE NW, SEATTLE, WA 98117","1259274.30752713","258281.579879856","47.69756022","-122.38120334","POINT (-122.38120334 47.69756022)","98117","5","NORTH","NORTH BEACH/BLUE RIDGE"
"25-00081816","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/23/2025 11:47:13 AM","Find It Fix It Apps","Closed","5212 AURORA AVE N, SEATTLE, WA 98103","1267429.20826519","246823.140044648","47.66659802","-122.34717857","POINT (-122.34717857 47.66659802)","98103","6","NORTH","GREEN LAKE"
"25-00081853","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/23/2025 12:43:53 PM","Citizen Web Intake App","Closed","3801 DISCOVERY PARK BLVD, SEATTLE, WA 98199","1252772.62615811","243834.030628948","47.65759924","-122.40640107","POINT (-122.40640107 47.65759924)","98199","6","WEST","MAGNOLIA"
"25-00081860","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/23/2025 12:50:02 PM","Citizen Web Intake App","Closed","3801 DISCOVERY PARK BLVD, SEATTLE, WA 98199","1252772.62615811","243834.030628948","47.65759924","-122.40640107","POINT (-122.40640107 47.65759924)","98199","6","WEST","MAGNOLIA"
"25-00086942","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/27/2025 12:33:45 PM","Find It Fix It Apps","Closed","2901 E FOSTER ISLAND RD, SEATTLE, WA 98112","1280637.41367587","237373.952779057","47.64139751","-122.29285622","POINT (-122.29285622 47.64139751)","98112","3","EAST","MONTLAKE/PORTAGE BAY"
"25-00082087","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/23/2025 07:15:36 PM","Find It Fix It Apps","Closed","4225 WALLINGFORD AVE N, SEATTLE, WA 98103","1269916.75034507","243908.790514458","47.65874359","-122.33685388","POINT (-122.33685388 47.65874359)","98103","4","NORTH","WALLINGFORD"
"25-00082094","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/23/2025 07:42:02 PM","Find It Fix It Apps","Closed","4048 S ALASKA ST, SEATTLE, WA 98118","1282700.33964503","207935.996023877","47.56081492","-122.28224134","POINT (-122.28224134 47.56081492)","98118","2","SOUTH","COLUMBIA CITY"
"25-00084958","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 06:49:53 AM","Find It Fix It Apps","Closed","8526 ROOSEVELT WAY NE, SEATTLE, WA 98115","1274938.90333544","255622.441119854","47.69111756","-122.31739521","POINT (-122.31739521 47.69111756)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00078960","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/20/2025 10:56:53 AM","Find It Fix It Apps","Closed","1020 NE 82ND ST, SEATTLE, WA 98115","1275090.57061039","254983.196224447","47.68937342","-122.31672947","POINT (-122.31672947 47.68937342)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00080816","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/21/2025 05:55:00 PM","Citizen Web Intake App","Closed","801 NW 54TH ST, SEATTLE, WA 98107","1262675.57379465","247295.762886406","47.66763547","-122.36650529","POINT (-122.36650529 47.66763547)","98107","6","NORTH","BALLARD"
"25-00083571","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 07:45:24 AM","Find It Fix It Apps","Closed","4095 S CONOVER WAY, SEATTLE, WA 98118","1282848.94523641","208435.641289016","47.56219212","-122.28167765","POINT (-122.28167765 47.56219212)","98118","2","SOUTH","COLUMBIA CITY"
"25-00083599","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 08:09:34 AM","Find It Fix It Apps","Closed","4420 NE 70TH ST, SEATTLE, WA 98115","1283990.31627035","251205.39485558","47.67948302","-122.28031254","POINT (-122.28031254 47.67948302)","98115","4","NORTH","WEDGWOOD/VIEW RIDGE"
"25-00087184","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/27/2025 02:43:49 PM","Find It Fix It Apps","Closed","1800 2ND AVE W, SEATTLE, WA 98119","1263986.37949206","235493.298631293","47.63535701","-122.36023607","POINT (-122.36023607 47.63535701)","98119","7","WEST","QUEEN ANNE"
"25-00083697","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 09:11:47 AM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00082308","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/24/2025 08:22:39 AM","Find It Fix It Apps","Closed","7321 E GREEN LAKE DR N, SEATTLE, WA 98115","1272643.6076179","251923.935095188","47.68085836","-122.32642183","POINT (-122.32642183 47.68085836)","98115","6","NORTH","GREEN LAKE"
"25-00085122","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 08:48:12 AM","Find It Fix It Apps","Closed","4037 S CONOVER WAY, SEATTLE, WA 98118","1282694.1890678","208345.097224057","47.56193595","-122.28229744","POINT (-122.28229744 47.56193595)","98118","2","SOUTH","COLUMBIA CITY"
"25-00087885","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/28/2025 09:50:17 AM","Find It Fix It Apps","Closed","2665 ALKI AVE SW, SEATTLE, WA 98116","1251524.09199534","215508.400622788","47.57989107","-122.4091129","POINT (-122.4091129 47.57989107)","98116","1","SOUTHWEST","ALKI/ADMIRAL"
"25-00085470","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 11:36:04 AM","Find It Fix It Apps","Closed","5200 35TH AVE SW, SEATTLE, WA 98126","1259732.2578004","206470.360573271","47.55557421","-122.37512908","POINT (-122.37512908 47.55557421)","98126","1","SOUTHWEST","NORTH DELRIDGE"
"25-00085541","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 12:18:26 PM","Find It Fix It Apps","Closed","2309 ALKI AVE SW, SEATTLE, WA 98116","1253429.60429898","216717.604915316","47.5833121","-122.4014938","POINT (-122.4014938 47.5833121)","98116","1","SOUTHWEST","ALKI/ADMIRAL"
"25-00085614","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 01:01:46 PM","Find It Fix It Apps","Closed","4001 LINDEN AVE N, SEATTLE, WA 98103","1266844.00506418","242961.46467512","47.65598176","-122.34924442","POINT (-122.34924442 47.65598176)","98103","6","NORTH","FREMONT"
"25-00085802","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 03:12:55 PM","Find It Fix It Apps","Closed","8241 14TH AVE NE, SEATTLE, WA 98115","1275880.36723377","255427.370860346","47.69063258","-122.313558","POINT (-122.313558 47.69063258)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00085890","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 04:13:18 PM","Find It Fix It Apps","Closed","352 MARTIN LUTHER KING JR WAY, SEATTLE, WA 98122","1279656.999862","224395.718724633","47.60577322","-122.29583209","POINT (-122.29583209 47.60577322)","98122","3","EAST","CENTRAL AREA/SQUIRE PARK"
"25-00085905","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 04:21:21 PM","Find It Fix It Apps","Closed","4044 43RD AVE S, SEATTLE, WA 98118","1283439.84058624","209878.093926588","47.56617635","-122.27939454","POINT (-122.27939454 47.56617635)","98118","2","SOUTH","COLUMBIA CITY"
"25-00086011","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 04:56:05 PM","Find It Fix It Apps","Closed","9522 DENSMORE AVE N, SEATTLE, WA 98103","1270077.99095848","258413.481911645","47.69850901","-122.33734994","POINT (-122.33734994 47.69850901)","98103","5","NORTH","LICTON SPRINGS"
"25-00085975","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 04:47:26 PM","Find It Fix It Apps","Closed","9575 DENSMORE AVE N, SEATTLE, WA 98103","1269977.89524233","258398.474028396","47.69846251","-122.33775516","POINT (-122.33775516 47.69846251)","98103","5","NORTH","LICTON SPRINGS"
"25-00086026","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 04:58:54 PM","Find It Fix It Apps","Closed","8501 14TH AVE NE, SEATTLE, WA 98115","1275853.46036219","255346.00888208","47.69040815","-122.31366088","POINT (-122.31366088 47.69040815)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00079327","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/20/2025 02:09:18 PM","Find It Fix It Apps","Closed","7046 LAKE SHORE DR NE, SEATTLE, WA 98115","1291602.96503575","250887.513112282","47.6789999","-122.24939089","POINT (-122.24939089 47.6789999)","98115","4","NORTH","LAURELHURST/SAND POINT"
"25-00079368","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/20/2025 02:37:31 PM","Citizen Web Intake App","Closed","3931 SW 97TH ST, SEATTLE, WA 98136","1257368.3104013","192214.890578522","47.51637066","-122.38353777","POINT (-122.38353777 47.51637066)","98136","1","SOUTHWEST","ARBOR HEIGHTS"
"25-00079553","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/20/2025 04:38:29 PM","Find It Fix It Apps","Closed","9522 DENSMORE AVE N, SEATTLE, WA 98103","1270077.99095848","258413.481911645","47.69850901","-122.33734994","POINT (-122.33734994 47.69850901)","98103","5","NORTH","LICTON SPRINGS"
"25-00088698","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/28/2025 07:36:42 PM","Find It Fix It Apps","Closed","5954 39TH AVE S, SEATTLE, WA 98118","1282482.31864642","203379.251322127","47.5483136","-122.28277663","POINT (-122.28277663 47.5483136)","98118","2","SOUTH","COLUMBIA CITY"
"25-00088834","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/29/2025 08:47:45 AM","Find It Fix It Apps","Closed","1800 2ND AVE W, SEATTLE, WA 98119","1263986.37949206","235493.298631293","47.63535701","-122.36023607","POINT (-122.36023607 47.63535701)","98119","7","WEST","QUEEN ANNE"
"25-00088897","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/29/2025 09:43:17 AM","Find It Fix It Apps","Closed","7759 E GREEN LAKE DR N, SEATTLE, WA 98103","1270431.05614581","253389.714792627","47.68475797","-122.33551824","POINT (-122.33551824 47.68475797)","98103","6","NORTH","GREEN LAKE"
"25-00088874","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/29/2025 09:31:05 AM","Find It Fix It Apps","Closed","6896 AURORA AVE N, SEATTLE, WA 98103","1267977.67277909","251378.878858371","47.67911465","-122.34531632","POINT (-122.34531632 47.67911465)","98103","6","NORTH","GREEN LAKE"
"25-00081244","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/22/2025 01:54:09 PM","Find It Fix It Apps","Closed","7015 BEACH DR SW, SEATTLE, WA 98136","1254328.73364534","200904.454420904","47.5400196","-122.39654988","POINT (-122.39654988 47.5400196)","98136","1","SOUTHWEST","FAUNTLEROY/SEAVIEW"
"25-00081297","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/22/2025 02:44:32 PM","Find It Fix It Apps","Closed","4225 WALLINGFORD AVE N, SEATTLE, WA 98103","1269916.75034507","243908.790514458","47.65874359","-122.33685388","POINT (-122.33685388 47.65874359)","98103","4","NORTH","WALLINGFORD"
"25-00081310","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/22/2025 02:56:43 PM","Find It Fix It Apps","Closed","5006 PHINNEY AVE N, SEATTLE, WA 98103","1265881.67101444","246707.855949378","47.6661984","-122.35344869","POINT (-122.35344869 47.6661984)","98103","6","NORTH","GREENWOOD/PHINNEY RIDGE"
"25-00081375","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/22/2025 04:02:36 PM","Find It Fix It Apps","Closed","6584 LAKE SHORE DR NE, SEATTLE, WA 98115","1290868.36819858","249801.203234304","47.67598521","-122.2522911","POINT (-122.2522911 47.67598521)","98115","4","NORTH","LAURELHURST/SAND POINT"
"25-00081463","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/22/2025 05:40:53 PM","Find It Fix It Apps","Closed","9522 DENSMORE AVE N, SEATTLE, WA 98103","1270077.99095848","258413.481911645","47.69850901","-122.33734994","POINT (-122.33734994 47.69850901)","98103","5","NORTH","LICTON SPRINGS"
"25-00090195","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/30/2025 07:46:45 PM","Find It Fix It Apps","Closed","4517 41ST AVE S, SEATTLE, WA 98118","1282763.7784447","208489.030983753","47.56233407","-122.28202661","POINT (-122.28202661 47.56233407)","98118","2","SOUTH","COLUMBIA CITY"
"25-00090367","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/31/2025 07:44:13 AM","Find It Fix It Apps","Closed","4113 S CONOVER WAY, SEATTLE, WA 98118","1282892.87191838","208461.05679091","47.56226405","-122.2815017","POINT (-122.2815017 47.56226405)","98118","2","SOUTH","COLUMBIA CITY"
"25-00084311","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 02:26:24 PM","Find It Fix It Apps","Closed","5229 38TH AVE SW, SEATTLE, WA 98126","1258341.54003183","206220.780493602","47.55481361","-122.38073974","POINT (-122.38073974 47.55481361)","98126","1","SOUTHWEST","WEST SEATTLE JUNCTION/GENESEE HILL"
"25-00084364","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 02:56:37 PM","Find It Fix It Apps","Closed","2517 FRANKLIN AVE E, SEATTLE, WA 98102","1272630.99925365","237906.296661513","47.64243576","-122.32536979","POINT (-122.32536979 47.64243576)","98102","3","WEST","MONTLAKE/PORTAGE BAY"
"25-00084388","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 03:15:46 PM","Find It Fix It Apps","Closed","8241 14TH AVE NE, SEATTLE, WA 98115","1275880.36723377","255427.370860346","47.69063258","-122.313558","POINT (-122.313558 47.69063258)","98115","5","NORTH","NORTHGATE/MAPLE LEAF"
"25-00084358","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 02:52:35 PM","Find It Fix It Apps","Closed","1046 N 50TH ST, SEATTLE, WA 98103","1267873.28647469","246269.651458086","47.66510486","-122.34533252","POINT (-122.34533252 47.66510486)","98103","6","NORTH","GREEN LAKE"
"25-00084435","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 03:48:12 PM","Citizen Web Intake App","Closed","1115 E HIGHLAND DR, SEATTLE, WA 98112","1274561.74966785","233453.566572236","47.63033327","-122.31719079","POINT (-122.31719079 47.63033327)","98112","3","EAST","NORTH CAPITOL HILL"
"25-00084459","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 04:01:07 PM","Citizen Web Intake App","Closed","830 TERRY AVE N, SEATTLE, WA 98109","1269754.31819374","232546.888286018","47.62759232","-122.33661232","POINT (-122.33661232 47.62759232)","98109","7","WEST","CASCADE/EASTLAKE"
"25-00084431","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 03:46:02 PM","Citizen Web Intake App","Closed","300 19TH AVE E, SEATTLE, WA 98112","1277150.93724895","229983.309651272","47.62095772","-122.30642259","POINT (-122.30642259 47.62095772)","98112","3","EAST","MILLER PARK"
"25-00084474","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 04:06:44 PM","Find It Fix It Apps","Closed","4822 MERIDIAN AVE N, SEATTLE, WA 98103","1270752.06296791","245716.78494052","47.66374392","-122.33360799","POINT (-122.33360799 47.66374392)","98103","4","NORTH","WALLINGFORD"
"25-00084494","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 04:14:13 PM","Find It Fix It Apps","Closed","104 W RAYE ST, SEATTLE, WA 98119","1264379.60676301","238639.651775066","47.64400238","-122.35889442","POINT (-122.35889442 47.64400238)","98119","7","WEST","QUEEN ANNE"
"25-00084544","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/25/2025 04:39:34 PM","Citizen Web Intake App","Closed","899 W OLYMPIC PL, SEATTLE, WA 98119","1262233.200144","232740.599827541","47.62771644","-122.36712305","POINT (-122.36712305 47.62771644)","98119","7","WEST","INTERBAY"
"25-00083029","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/24/2025 03:38:58 PM","Find It Fix It Apps","Closed","2507 W MONTLAKE PL E, SEATTLE, WA 98112","1277188.27463678","237678.93177287","47.64205327","-122.30686868","POINT (-122.30686868 47.64205327)","98112","3","EAST","MONTLAKE/PORTAGE BAY"
"25-00088539","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/28/2025 04:56:33 PM","Citizen Web Intake App","Closed","4544 NE 41ST ST, SEATTLE, WA 98105","1284438.3238892","243778.262398841","47.65914832","-122.27792827","POINT (-122.27792827 47.65914832)","98105","4","NORTH","LAURELHURST/SAND POINT"
"25-00083101","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/24/2025 04:05:10 PM","Find It Fix It Apps","Closed","9522 DENSMORE AVE N, SEATTLE, WA 98103","1270077.99095848","258413.481911645","47.69850901","-122.33734994","POINT (-122.33734994 47.69850901)","98103","5","NORTH","LICTON SPRINGS"
"25-00092194","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/01/2025 10:59:43 AM","Citizen Web Intake App","Closed","4554 NE 41ST ST, SEATTLE, WA 98105","1284438.3238892","243778.262398841","47.65914832","-122.27792827","POINT (-122.27792827 47.65914832)","98105","4","NORTH","LAURELHURST/SAND POINT"
"25-00092332","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/01/2025 12:45:30 PM","Find It Fix It Apps","Closed","160 HOWE ST, SEATTLE, WA 98109","1265632.87516126","235668.779946618","47.63592736","-122.35357324","POINT (-122.35357324 47.63592736)","98109","7","WEST","QUEEN ANNE"
"25-00092367","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/01/2025 12:58:42 PM","Find It Fix It Apps","Closed","6584 LAKE SHORE DR NE, SEATTLE, WA 98115","1290868.36819858","249801.203234304","47.67598521","-122.2522911","POINT (-122.2522911 47.67598521)","98115","4","NORTH","LAURELHURST/SAND POINT"
"25-00092498","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","04/01/2025 02:09:06 PM","Find It Fix It Apps","Closed","1834 3RD AVE W, SEATTLE, WA 98119","1264357.3763738","235364.951455617","47.63502539","-122.35872128","POINT (-122.35872128 47.63502539)","98119","7","WEST","QUEEN ANNE"
"25-00086086","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 05:37:19 PM","Find It Fix It Apps","Closed","160 HOWE ST, SEATTLE, WA 98109","1265632.87516126","235668.779946618","47.63592736","-122.35357324","POINT (-122.35357324 47.63592736)","98109","7","WEST","QUEEN ANNE"
"25-00086113","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 06:02:11 PM","Citizen Web Intake App","Closed","1000 E PINE ST, SEATTLE, WA 98122","1273909.04069792","228619.302697663","47.61704814","-122.31945884","POINT (-122.31945884 47.61704814)","98122","3","EAST","CAPITOL HILL"
"25-00086140","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/26/2025 06:23:16 PM","Citizen Web Intake App","Closed","5817 SW LANDER ST, SEATTLE, WA 98116","1252054.00112812","215297.344909412","47.57934231","-122.40694884","POINT (-122.40694884 47.57934231)","98116","1","SOUTHWEST","ALKI/ADMIRAL"
"25-00086435","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/27/2025 08:12:34 AM","Find It Fix It Apps","Closed","3987 S CONOVER WAY, SEATTLE, WA 98118","1282566.65260166","208270.452507274","47.56172477","-122.28280822","POINT (-122.28280822 47.56172477)","98118","2","SOUTH","COLUMBIA CITY"
"25-00086433","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","03/27/2025 08:12:30 AM","Find It Fix It Apps","Closed","3987 S CONOVER WAY, SEATTLE, WA 98118","1282566.65260166","208270.452507274","47.56172477","-122.28280822","POINT (-122.28280822 47.56172477)","98118","2","SOUTH","COLUMBIA CITY"
