zip,neighborhood,licenses_2014_25,provenance
98274,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
76210,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
05470,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85251,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99223,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
87048,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92129,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
77027,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99112,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99824,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98445,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
93940,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94608,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95110,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98131,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98240,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85202,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80205,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98685,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
03820,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95014,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
83854,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97009,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
77043,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
19035,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98294,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99126,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
03054,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89148,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98705,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
96740,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99353,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
44118,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89109,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95610,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
33301,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97218,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98130,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
79410,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
29058,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
29210,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
77042,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
75022,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98360,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98251,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99003,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98354,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
46259,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
47963,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
38555,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99320,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98016,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
75061,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99103,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55901,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85234,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98132,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98387,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85308,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95354,,2,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
53703,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94040,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98283,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
93458,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98194,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
10003,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
06511,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91836,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95618,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
05055,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
22827,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98153,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98009,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80487,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
68902,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97124,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98018,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
53715,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85718,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99669,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90291,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92201,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
88108,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
48823,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97225,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98372,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
10510,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
04074,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
69361,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
44113,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
68119,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
40206,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
48103,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
83353,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55304,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
83702,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94563,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98717,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92114,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98555,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89012,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
07090,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
34243,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92009,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
10002,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
59804,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99115,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
02142,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98149,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
33706,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80020,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78749,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
65126,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97219,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
67206,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
89107,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99144,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
91789,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
37203,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98067,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90017,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80130,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
84115,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
29201,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80204,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60091,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80002,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92104,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
07461,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
70301,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95370,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
33409,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99508,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97709,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90405,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
75034,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94301,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
75023,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
87120,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80218,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
99350,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
93110,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60084,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78750,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92618,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85750,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
02472,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92115,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94602,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
73071,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
20016,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
23185,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60016,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55410,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
30005,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
20171,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
23223,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90029,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80010,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98701,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
07302,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
19380,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
22205,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
86326,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
87594,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85083,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94901,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
49506,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80210,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
17111,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
20814,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55407,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
30341,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
84405,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97210,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
32205,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
90045,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80104,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55369,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94158,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
63132,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85375,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
29464,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
19103,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
77380,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55127,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
46280,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
83712,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
50208,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
60202,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
07042,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
53202,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80026,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
30605,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
37167,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92591,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
23226,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92801,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94611,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92108,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97701,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
10028,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
85302,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
98176,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95131,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
48060,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
96706,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
80228,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
37939,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
27282,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94601,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
92706,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
48009,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
70115,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
97223,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
55807,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
18519,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
78753,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95765,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
86004,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
02420,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
94043,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
56098,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
95503,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
84111,,1,"calculated: scripts/build_licensing_datasets.py from PRR C264029; home ZIP, 2014-2025 pooled issuances (not per-capita)"
